Taxonomy	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas gulae	0.00016839712251416904	7.808067295129328e-05	0.004073930952831197	0.0	0.0	0.0	3.1634057226009524e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0895857395018414e-05	0.0	0.0005577802451075832	0.0	0.0	0.0005992018877948135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004796314743660695	0.00013098125920143347	0.0	0.047472916302638474	0.0005535094628829327	0.10009525236525536	0.09604576932221137	0.09020655823742683	0.07371618475085728	0.0008311370173117092	0.0	0.0	0.0	4.973738659875856e-06	0.0	7.927615584635224e-05	9.961151509114453e-05	3.638877770095702e-05	0.0	0.0	0.00011353901097199715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000653650344893556	0.0002850295500023268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.95202666507946e-06	0.0	0.00015262981165481242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004872968402144106	0.0	2.9737860757423315e-05	0.0002823338891226874	0.0	2.5474851226868835e-05	0.0	0.00013687848612394348	0.00012700656568724356	0.00120601786240281	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.0004157303962068548	0.0037218454106783126	0.0007153017011025512	0.0	6.20033275119098e-05	0.0018703272824690306	0.0005535960014551667	0.00647221356154516	0.00017016361489395713	0.0032992604556273375	0.004456918209243901	0.0	0.0009699883495964532	0.0	1.5642353235620767e-05	0.0025900572083617213	0.00010544908127487939	0.009372086737311276	0.00022161922573810014	4.654000889431281e-05	0.0880559521636912	0.0016645182283518767	0.11410686656933033	5.233574426661922e-06	0.00011050363346470988	9.0184879001954e-05	0.0036074199317581135	0.0003212216305704155	0.0	0.005529179401264271	0.0007258685016622388	0.0	0.04946152751745937	0.046600896648804666	0.0	0.010726635021750716	0.0	0.0	0.06970694299617658	0.0	0.004390820258446342	0.0004869643392268505	0.000212457065967919	0.001108570265681985	0.0016881165064984549	0.03144650649052395	0.0	5.2830667145664715e-05	0.003415274910865078	0.0	0.0015664544316274609	0.014845781451493564	0.0	0.0002911102216076562	0.0	0.0016561733006082596	0.0	0.0	0.0	0.07338147256680862	0.0	1.6189438010641856e-05	0.0	0.0	0.006032399824865812	0.0	0.00033225429794666846	0.0	0.006193508558851752	0.0	5.135262822751268e-06	0.010967039785682276	0.0005472232405178963	0.0007267941502892444	0.0	0.00939513340869928	0.0011224004404085538	0.005377114208583549	0.0	0.0	0.045328823545457024	5.1707979187538376e-05	0.00020647079470608883	0.0002822879964870827	0.017207114703057202	0.0007665752338836683	0.06280360860513533	0.0023914037008300826	0.00038973428265624274	0.003950307475939663	0.00033237673687111887	0.004668557835417435	1.1252897621137443e-05	0.006158806036519274	0.004670812170693502	7.880262044980535e-05	0.008257750940776055	0.00036166718798873946	0.025034224153324208	0.0	0.019298513385634482	0.0	0.0	0.014349438680470724	0.0	0.035246168163521586	5.213383798888507e-06	7.085235381641142e-05	5.208279080426246e-06	0.0	0.0	0.0029378703297959496	0.025724912748305486	0.0	0.0509077142400814	0.0017135749540179695	0.00015749046108911812	0.00030569108307155183	0.001206745069811261	0.000140739350722462	0.0	0.0	0.0	0.0	0.00048076208224501026	8.52328721879811e-05	0.002526179904071935	0.00024455857177794083	0.0040827406482436615	0.0002110209994410795	0.0	0.0123269475521172	0.00040552149530715585
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	0.0	0.010707462950720685	0.0	1.2941633234114145e-05	0.0	9.92216064970308e-05	0.0009648387453932904	0.00012363863115908528	2.5782365893023807e-05	1.0625637538252296e-05	5.781379752556947e-05	0.0	6.326010975629043e-05	0.0	0.0	5.407217553991068e-06	0.0	4.412989634990595e-05	0.0	0.0	5.36762890360812e-05	0.0	3.2687572185055244e-05	0.0	5.262077784033803e-06	1.5030813166992335e-05	0.0	9.883742479089707e-05	0.0	0.00026227472474535266	0.0	0.0	0.002387712558996913	0.0016442504465500314	0.0	0.0005391203043860845	2.108270216993712e-05	1.5717751104172015e-05	0.00013034410844629823	5.460422855145902e-06	3.193323824324612e-05	5.351256475020334e-06	0.0	0.003572059744975285	5.291901274289827e-06	0.06779781498452554	0.0	0.0	0.00020373696485537356	0.0	9.590537336494658e-05	0.003350738853772488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006957185257500014	0.0	0.0	0.0	0.0	0.0067675309863189925	3.7626923676472957e-05	0.00036073323777066857	0.0	0.0010333697920511047	0.0	0.0	0.023706928391681398	0.00010625693990638763	0.0001276800534291916	0.0	0.0009932938942608467	5.344764001945494e-06	0.00014875213486860228	0.0	0.0	0.00038187719920351325	0.0	1.0323539735304442e-05	1.0455110981003063e-05	0.00035330617292129003	0.0	0.0008349236641221374	0.00022851190919043014	2.90846479594211e-05	0.00013788158729283293	4.4587123238808635e-05	0.0001272086603655977	0.0	0.0027292181984936493	0.0016138985142640147	6.829560438983131e-05	0.002393011909263932	2.4436972161401315e-05	0.0036843045056841853	0.0	0.0033639610488720656	0.0	0.0	0.010225909691398628	0.0	0.015063854597643154	0.0	0.00019231353178740244	2.0833116321704983e-05	0.0	0.0	0.0008725970240249966	0.008077950308862806	0.004056336687840507	0.01788217756771625	0.0	0.0	0.0	5.292741534259916e-06	5.21256854527637e-06	0.0	0.0	0.0	0.000823705014096965	0.0	0.0	7.233554791395408e-05	0.0	0.00015744611542429013	4.562616204131449e-05	0.0	0.00012782677804269415	1.0671618297556734e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	0.0	0.018494708733063	0.0	0.0	3.10016637559549e-05	0.0005903685586573333	0.001175732460233354	0.0016556825389999247	0.00010312946357209523	0.000430338320299218	0.0015189261349899614	0.0	0.0002214103841470165	9.528346831824679e-05	5.214117745206923e-06	0.004731315359742184	5.27245406374397e-06	0.013658202920295891	0.0002270245727073221	0.00014479113878230652	0.016580605683245483	0.0006320163197877426	0.021481182854278802	0.0	0.0	0.0	0.0	0.00025327090102667373	0.00042507438801790313	0.009490062999459392	2.9034740066489553e-05	0.0	0.004490879061740309	0.004270319505068786	1.14424985839908e-05	0.0017041159046686579	1.054135108496856e-05	0.0	0.012724843587069865	0.0	0.0007610755114640325	5.351256475020334e-06	1.0117003141329475e-05	4.284329529205739e-05	0.0	0.001968482409422469	0.0	0.0	5.361499075141409e-06	0.0	5.860883927857847e-05	0.0024469906771240725	0.0	0.0	0.0	0.0009305303596201046	0.0	0.0	0.0	0.03424730549337104	0.0	5.396479336880619e-06	0.0	0.0	0.0002702688093577873	0.00011288077102941888	0.00031326833806400166	0.0	0.003200762277976474	0.0	0.0	0.004643878993218853	5.3128469953193816e-05	0.0	0.0	0.0017341484562786052	0.0005718897482081679	0.00019833617982480304	0.0	0.0	0.005859087313493903	0.0	1.5485309602956663e-05	5.227555490501532e-05	0.00247314321044903	0.0	0.008170324427480917	0.00026571152231445364	0.0001454232397971055	0.00217852907922676	4.0533748398916935e-06	0.0024360458460011957	0.0	0.006097662655290292	0.00360753785541368	3.677455620990917e-05	0.010483376006645877	1.4662183296840789e-05	0.007291232664722338	0.0008727412365870581	0.011844073384413444	0.0	0.0	0.005251142814501998	0.0	0.013258658773139583	0.0	0.0	0.0	0.0	0.0	0.0007392306666412636	0.006428497304619015	0.0	0.01864526089759895	5.954507562224604e-05	1.4317314644465285e-05	0.0	2.646370767129958e-05	4.170054836221096e-05	0.0	0.0	0.0	0.0010780032063685112	0.00012390775315593048	0.0	0.00018918527915957222	2.5474851226868835e-05	0.0016178945653944298	1.1406540510328622e-05	0.0	0.007819664204611767	5.869390063656203e-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella_9	0.0001789219426713046	0.005028395338063287	8.632951565030791e-05	0.0	0.00013434054294247125	0.0004663415505360447	6.326811445201905e-05	0.006004537000204272	0.0002011024539655857	0.0008872407344440666	0.00030483638695300263	0.0032872060200134974	0.0008171097510187513	0.001672754221586999	1.0428235490413845e-05	0.002649536601455623	0.0011493949858961854	0.0076013746462713	0.0	3.619778469557663e-05	0.010864080900902835	0.0004755766366719648	0.01545577371483362	0.0	2.6310388920169016e-05	0.0	0.0	0.0005806698706465203	0.0	0.005646935400129532	0.0011831656577094493	0.00028234783080849216	0.05279566500269082	0.026580077362574967	0.000114424985839908	0.006103833331267738	0.0	0.0	0.06629627215849844	0.00036038790843962956	0.006477125157005088	0.00022475277195085406	0.00015681354869060687	0.0007551130795225115	0.00032280597773167943	0.012264739012040551	0.0	7.39629340039306e-05	0.0004932579149130097	4.973738659875856e-06	0.0006606814609585209	0.0016383738874912797	3.669897924410588e-05	0.00012476152354613836	0.0	0.0019037455981218653	0.0	0.00011426264411375989	0.0	0.05950076585144165	0.00016471684772128304	0.0005936127270568681	0.0004933857006076948	0.0	0.00021080967129907406	0.0005805296795798685	0.0004841419770080026	0.0	0.0015567648815315346	7.034286283727937e-05	1.5405788468253804e-05	0.015123385353313996	0.0002443909617846916	0.0	9.227031100220936e-05	0.0012567088496449387	0.0007963698362898786	0.00033606963803647184	0.0	0.0	0.006077302855895911	0.0002132954141485958	0.0	7.841333235752297e-05	0.0025559493447274576	0.0	0.006587222414989591	0.0007227353406953139	0.002326771836753688	0.0008686539999448473	0.00024725586523339333	0.0012402844385645776	0.0	0.00025013201411856257	0.0009588455878862676	9.456314453976642e-05	0.0012213040055051674	9.2860494213325e-05	0.004309267305517529	0.0012262014374048167	0.03812082175890595	0.0	0.0	0.046088451355071225	0.0	0.04913832733470125	0.0	2.5304412077289795e-05	9.374902344767242e-05	0.0	0.0	0.0001752814982757635	0.0017750735972822257	0.0011062736421383198	0.005927205399553981	0.009064083733608563	0.002104645252736397	0.0012991871030540952	0.017391948681578083	0.001772273305393966	0.0	0.0	0.0	0.0	3.469417088366053e-05	5.8597599629237005e-05	0.0004896560166483046	3.566479171761637e-05	0.0016450404473641348	8.554905382746467e-05	8.835239352156074e-05	0.0016006135685346049	0.00016007427446335099
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae NK3B31 group	0.0	0.006553571149711882	0.0	0.0	1.550083187797745e-05	0.0005854074783324817	0.00011071920029103333	0.0011611280143635837	1.0312946357209523e-05	1.5938456307378444e-05	0.00047302197975465925	0.0	4.217340650419362e-05	5.293526017680377e-06	0.0	0.001049000205474267	0.0	0.005030808183889278	0.0	4.654000889431281e-05	0.005104615087331323	0.0001564396831157779	0.008487872910719344	0.0	2.1048311136135213e-05	4.0082168445312894e-05	0.0	0.00038299502106472615	0.0	0.017636637102774223	0.0010670266974434912	0.0	0.011251940789677164	0.004725741391343435	5.7212492919954e-06	0.001307521657763952	0.0	0.0	0.13478123913799095	0.0	0.007488344368041215	3.7458795325142346e-05	3.5409510994653166e-05	0.00014995153352220087	0.0001375894331315355	0.008469942367209457	0.0	1.0566133429132943e-05	5.361499075141409e-06	0.0	0.0	0.00462972750142697	0.0	5.198396814422432e-05	0.0	0.0009347988475082702	0.0	0.0	0.0	0.0163830491547581	0.0	2.1585917347522476e-05	0.0	0.0007693042008501653	0.0001567559094275166	0.0	0.0002752964182986681	0.0	0.00711951525562482	0.00020516668327539818	0.0	0.0008618015098762453	0.0	0.0	0.0	0.0020908562083612296	0.00020844579607587428	0.00020935485648173655	0.0	0.0	0.0035569133411527238	0.002113563649290631	7.226477814713109e-05	8.886844333852604e-05	0.000844622569639959	0.0	0.0018053868841082581	9.034191758691424e-05	0.0006689469030666852	0.002550809364917409	7.296074711805048e-05	0.0030530078487743446	0.0	0.00474139128984742	0.0025822376228224237	8.405612847979238e-05	0.016211725758355392	4.887394432280263e-06	0.00605321111838581	0.0	0.013712262279068348	0.0	0.0	0.005035569583169811	0.0	0.0070918407391211725	0.0	0.0	1.0416558160852491e-05	0.0	0.0	0.00011812448796844933	0.0017423030077939386	0.0	0.002892618203973949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007905356846702416	0.0	0.0	5.564272916458007e-06	0.0	0.0005374884630001629	0.0	0.0	0.0012893831524306539	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__human gut	0.00012103543180705899	0.000989021857383048	0.0	0.0	5.1669439593258175e-06	0.0002133264539686162	4.2178742968012696e-05	0.0022093685828862633	0.0	4.781536892213533e-05	0.0008146489651330243	0.0	2.108670325209681e-05	1.0587052035360753e-05	0.0	0.0006921238469108567	0.0	0.004026853041928918	0.0	1.034222419873618e-05	0.032565404558190465	0.0011201081311089697	0.0424230207675042	0.0	4.2096622272270426e-05	0.0	0.0004211708549768356	0.00032739896961984656	0.0	0.003008130516467106	7.258685016622389e-05	0.0	0.0003525896784010986	0.0008280397932266345	0.0	0.00011154213194194852	0.0	0.0	0.0	0.0	0.0	5.351256475020334e-06	1.5175504711994213e-05	5.890953102657891e-05	5.8210914017188094e-05	0.0010225172515611158	0.0	0.0	0.0	0.0	0.0	0.0010200198718897321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0217019294967823	0.0	0.0	0.0	0.0	0.0001567559094275166	0.0	0.00018985959882666768	0.0	0.0002616975447402149	0.0	0.0	0.0014330527964227851	0.0	0.0	0.0	0.0006750008231717356	0.0007322326682665327	2.2037353313867003e-05	0.0	0.0	0.014244019530291046	0.0	6.710300827947887e-05	1.5682666471504595e-05	0.005161582370021971	0.0	0.01839542852185982	0.00018599806562011754	9.888780306203174e-05	0.00010341119046962468	0.0	6.360433018279885e-05	0.0	0.001006086545676885	0.0006360658850334647	0.0	0.001326695721716273	0.0	0.0038509612523064105	0.0	0.002655758722793736	0.0	0.0	0.005483298602090508	0.0	0.01551795665287542	0.0	0.0	0.0	1.0663822980538523e-05	0.0	6.858841236877703e-05	0.0007591853231453212	0.0	0.002685580091215077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013004985244343666	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__dgA-11 gut group	0.03784199087498093	0.009270778568416889	0.02846407458870152	0.003727190371424874	0.0003203505254782007	0.0010269436272442687	0.0024990905208547524	0.012207970928794899	0.00028876249800186666	0.008771463787827269	0.004115291223865536	0.005667346361215323	0.0025936645000079073	0.10946482451961251	0.007435331904665071	0.010598146405822491	0.011694303113384125	0.02596492776487591	0.0027080788315801993	0.00024821338076966835	0.018942362400833055	0.002496777342527815	0.050671184815533135	0.18954959858484147	2.1048311136135213e-05	2.0041084222656447e-05	0.034346788419632665	0.0008957141621675047	0.047238266696671916	0.013317132962580355	0.0012049417127593166	0.0	0.0009216817909081349	0.003046003525083691	0.0	0.0041952235180388415	0.0	0.0	0.0005593934654153632	0.0	0.00015434398484235625	2.6756282375101674e-05	5.058501570664738e-05	0.017806744605761354	0.0	0.01311774805612362	0.0	0.0	0.000745248371444656	1.9894954639503423e-05	0.0017316247968670912	0.0004545166268524195	0.0003669897924410588	0.0	0.00105870457384167	0.0004225803009283961	0.0015069723274465077	0.008261189169424839	0.0003293532818956697	0.011260540977260104	0.00022899659317349104	0.003626434114383776	0.00031264044394943043	0.0003818444208599361	0.0332592796795693	0.03420287362191392	0.03941485271641621	0.0	0.10837633448972334	0.0179315681182698	0.0020386993406322535	0.010326844378345636	0.040547648268277524	0.008269738845183025	0.0004100902711209305	0.00598720242341759	5.344764001945494e-05	0.008451324995867997	0.0006963334786115411	0.0005421062421939359	0.007833937972232072	8.402546617974987e-05	7.74265480147833e-05	0.00010977866530053216	0.011631501661643095	0.0012098330221837485	0.03643845419847328	0.0007493064929267592	0.007271161989855275	0.004750020682238094	0.020023671709064966	0.011194362112172597	2.8132244052843606e-05	0.0019176787749089798	0.0031138747804623345	4.728157226988321e-05	0.004600038436978853	0.024109516734438535	0.0034640795190762456	0.00938633199949381	0.022760157513965627	5.58890267484882e-06	1.0611937368345652e-05	0.007196829415243791	0.0	0.004793299471896128	0.00010426767597777013	0.0007135844205795722	0.002442682888719909	4.798720341242335e-05	0.03036199427270725	0.08408939356412064	0.05761615808532369	0.0	0.06263198679688378	1.3232239027165787e-05	7.158657322232642e-06	1.6089004372186937e-05	2.646370767129958e-05	0.0001042513709055274	0.004998127652492302	0.004072345266828994	0.003984368281753122	0.01629719719166344	0.0004411116012351125	0.0009428886485795409	0.02765443639479629	0.00017832395858808186	0.02127694228785493	0.001226203104860327	0.0013252859028234111	0.004090456897366213	0.0012005570584751324
k__Bacteria|p__Campylobacterota|c__Campylobacteria	0.005109800186289317	0.0022331072464069875	0.010626752283621236	0.00023294939821405462	0.0026713100269714473	0.0017214948727234843	0.04770415829682236	0.003128594927590767	0.002903094399554481	0.0019923070384223053	0.00016818559280165662	0.009244813398448555	0.012594033517314819	0.0006828648562807687	0.0005683388342275545	0.00207637154073257	0.0037170801149394987	0.0025264365660321157	0.004016172798131912	0.020182850523833656	0.0023885948621056134	0.001138880893082863	0.002309921767743904	0.0009891455666391031	0.0037360752266640007	3.507189738964878e-05	0.0012268890123238254	0.0018840884100764755	0.0010451829070087266	0.0009259903547131839	0.008369263824165614	0.00016289297931259162	0.0021155380704065917	0.001366265658823947	0.00135593608220291	0.001945790523876213	0.00860701316087683	0.001068807075083697	9.23270768161279e-05	0.11403547090686703	0.002740936282545292	0.23234620488890792	0.19540485717320816	0.15165455451006013	0.2675426527242708	0.001968482409422469	0.010699330089270796	0.031983685889985417	0.03687102913974747	0.020407249721470636	0.03131843247995311	0.0008191869437456399	0.00010485422641173109	0.0005926172368441573	2.973889252364242e-05	0.0010671219720414043	0.0017030851645799573	0.00219384276698419	0.0007860564994576649	0.0006283909264838722	0.0006307450022497911	0.00870452117038844	0.015123981476053696	0.0016846077390879535	0.0027243095983264954	0.0010589291377521676	0.002183385386506678	0.0	0.004187160715843438	0.000451366703205876	4.1082102582010144e-05	0.0010489355520208014	0.037402442847048446	0.00026518164942985947	0.00031781996011872113	0.002014026846374203	0.0012453300124533001	0.003261528290452317	0.010114369016666918	0.03323855332040073	0.0002727694280025095	0.0	0.0	0.00041820443924012255	0.00042507148929592703	0.0008656563865625098	0.002212005551700208	0.0009087334063154315	0.02005677323281679	0.013174585665830185	0.0006931270976214797	0.0015201434913688925	9.564962977966827e-05	0.0038075651038047857	0.0061328143542032565	0.07613383837057194	0.0037817027581632085	0.019950344072568033	0.026944824712814713	0.0026924067148710743	0.002124606978234989	7.824463744788348e-05	0.0003873357139446163	0.0019235765257333635	0.001266734295911234	0.0015977664906320428	0.04370379638608235	0.002236910027632418	0.008468661784773075	0.0030498533724340176	0.008187091563257214	0.0022443652714005374	0.004806353124948796	0.01839031237361121	0.004815114965306328	0.09358501051963003	0.11284191537035314	0.06316543116520591	0.04496713207507225	0.01894247409353433	0.0	0.0012068177226764773	0.003258200441433608	0.00901100116092653	0.018333391156951474	0.015368552266395342	0.0029379360998898272	0.009818007662835249	0.002513708670394701	0.022140095130547856	0.00034236552489604787	0.006202377578071594	0.011210535021583349
k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales	0.00042625521636399037	0.0003487603391824433	0.0012579443709044866	0.00012294551572408438	0.0001240066550238196	0.0008880333781484256	0.0003585193152281079	0.0023222560287271673	8.766004403628094e-05	0.0033736399183951038	0.00022074359055217433	0.0	0.00034793060365959734	0.0001376316764596898	4.171294196165538e-05	0.012020244622522143	0.000347981968207102	0.001401124209109514	0.00037296894087631484	2.585556049684045e-05	0.017375014760979485	0.0	0.023938198696855456	0.00028261301903974377	1.0524155568067607e-05	1.5030813166992335e-05	0.0021424778274908595	0.0009389555355135222	0.0007001225214412522	0.01688728074635893	0.0	0.0	0.001484588119583573	0.000975904042017105	0.0	0.0011154213194194851	0.0	0.0	0.0001846541536322558	0.0	1.0644412747748708e-05	0.0	0.0	0.0012263893277351427	0.0	4.9212060235561726e-05	0.0	0.0010777456097715602	0.003329490925662815	0.0011738023237307018	0.0006660095372565735	0.00023254339048263325	0.0	0.0	0.0	0.0004439227403692242	0.00044899517975289784	0.00012188015372134389	0.0009353633205837019	0.0006396121930282271	0.0	0.00041552890893980767	6.83900971139379e-05	0.0	0.0014594515705320511	0.0003816445115756543	0.0035218955582346856	0.0	0.00037577083347312904	0.0	0.0003543331347698375	2.4622900282178436e-05	0.00019126249183149774	0.0	0.00015890998005936056	0.010097573289723523	0.0001924115040700378	0.003586579251831855	2.0038373485224203e-05	0.0	0.0021548784812198247	0.0006463497398442297	0.0	5.7503110395516847e-05	0.008208848111468098	0.0	0.0033017435808466345	0.00014879845249609404	0.0027165061194099308	8.272895237569974e-05	1.2160124519675082e-05	0.00022261515563979596	0.0	0.007314971790667296	0.003132861821806617	0.0	0.0014568854888005803	0.00019549577729121052	0.0006904350931492173	0.0	0.000921884062395067	0.0	0.0	0.0021004571258007995	0.0	0.001115633444336058	0.0	0.00017713088454102856	3.645795356298372e-05	0.0	0.0	0.0032046030445634158	0.004516879584468925	0.0	0.0004081608508674897	0.0	0.0	0.0	0.0	0.0	0.0	3.721464343055216e-05	0.0	0.0	0.0009020484429751738	0.0002610256710756921	0.0003672420124862284	0.00014265916687046547	0.0016016070362126066	0.00012547194561361486	1.1044049190195092e-05	0.002745496884916996	0.0005229092965802799
k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0.355849431922832	0.007443690821356625	0.030823748016476606	0.04750226478581597	0.0030639977678802097	0.0002381318555928739	0.0003321576008731	6.450711190908798e-05	0.0	0.009318684121047263	0.07668211871800532	7.256525430493371e-06	0.00013179189532560505	5.293526017680377e-05	0.062439059998852894	0.0004433918394272675	0.0	0.00034200669671177107	0.0001999978378612123	5.6882233093048994e-05	0.00017176412491545984	0.00028159142960840016	0.0	0.16797157122371437	0.2905193144565063	0.017821534144997243	0.02981767574727307	0.0015072707280611804	5.000875153151802e-06	3.746781782076467e-05	0.0030704237620312706	0.0007927458326546126	0.0007979661142761706	0.0006210298449199758	0.0011099223626471076	0.000638268866112261	0.0017604056311897496	0.0012888555905421052	0.0003801703163017032	0.0	0.005955548932365402	0.0002782653367010574	0.0002681005832452311	0.000524830367327703	0.0026141992294991746	0.00015857219409236558	0.0	0.005092876312842078	0.0034528054043910677	0.007102498806302721	0.00032501265418120786	0.00118385726063886	0.0009227171924232336	0.0	0.0004520311663593648	0.0	0.23400906247742123	0.0011197739123148468	0.00011856718148244107	0.0006340015597560497	2.4104904544578005e-05	0.009519389550257412	0.1600914473298552	0.0	0.0003351333236036562	0.0008546686949370287	0.0007119734956000038	0.00412486265468235	0.00016775483637193261	1.758571570931984e-05	0.004729577059753918	0.0007436115885217888	0.00051534615854598	0.0007169726077177681	0.09436689751331512	0.0013170747769204597	0.000443615412161476	0.00042421905129193986	0.000691323885240235	0.013722728601419043	0.0019257521616977168	0.0	0.4722245163421634	0.5345332315702531	0.0015788369602420147	0.09543079442225258	0.001718641568355309	0.0	0.001029596537763507	0.00013098750792819126	0.00022698899103393486	0.0002416964546946356	6.189093691625594e-05	0.0001222867624579639	0.000180376892770684	0.0008615753169178719	0.00014258879252090787	0.00041542852674382236	3.571215999047676e-05	4.36370618293529e-06	0.0001831557739857749	4.471122139879056e-05	5.305968684172826e-06	0.0001989906750758652	4.204927123356793e-05	0.0001737921445950643	0.0003962171687155265	0.0003441400042511412	0.00039582921011239465	2.6659557451346307e-05	0.014694544386518835	0.00030102692095185474	0.0007100294389128903	0.0	0.000449568473419264	0.0007211570269805354	0.0015319526669577855	0.00020111255465233674	0.006271898718098	0.0012614415879568816	5.200965299159524e-06	0.0007496092462439792	0.0	0.0	0.014234522682553293	0.005188551094443349	0.0038003984019408183	0.01882591505665607	0.0009066724577881535	0.004026508800146004	0.02626274897428393	0.0008003067842673024	6.40297097853404e-05
