Taxonomy	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	CN/SD 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	OB-BPD/DS 	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 	VFGM-BPD/DS 
k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter mastomyrinus	0.0005736026985638883	0.0012492907672206925	0.0008262967926529471	0.0	0.0	0.0005357966750839663	6.854045732302063e-05	0.0	0.00237197766215819	0.0	0.0004467429808794004	0.0	0.0002899421697163311	0.0	0.00010949647264934537	0.01084147119575209	0.0	4.412989634990595e-05	0.0	4.136889679494472e-05	0.013521057208188855	1.8772761973893347e-05	0.0	0.0001727079560798434	8.945532232857466e-05	0.00012024650533593868	0.0	0.26989412040869276	0.0	0.024380844310511865	2.1776055049867167e-05	0.00014117391540424608	3.0928919157991106e-05	5.914569951618818e-06	0.0	0.0	0.0	5.2392503680573385e-06	0.0	0.0	0.0	4.816130827518301e-05	2.529250785332369e-05	0.003116849732497175	0.0	0.0002077842543279273	0.0	5.2830667145664715e-05	0.0257137495643782	8.95272958777654e-05	0.0009483975810533607	0.001707079889224785	3.669897924410588e-05	0.0012944008067911855	0.0	0.0	0.0003406170329159915	0.0	4.391377091942262e-05	0.007518248584717757	0.004728578774828051	5.396479336880619e-06	4.88500693670985e-05	0.000409921216511402	0.0	0.00020963571762606364	0.0	0.00018012500675468777	0.00026840773819509215	5.861905236439948e-06	0.0002259515642010558	0.015202178634216967	0.0	4.910771285738138e-05	0.0003383244736747677	0.0017835387604131225	0.00021379056007781976	0.0	0.000776486972552438	2.125906832133082e-05	0.005837265759253703	9.048896357819216e-05	0.0	7.318577686702145e-05	0.35275965243505236	5.21479750941271e-06	1.0843164469118667e-05	0.1260535461859768	0.00010470473265391596	0.0	0.0	0.0	1.1252897621137443e-05	0.0006392262583029933	0.1833198841790478	2.626754014993512e-05	0.0009361264204633515	1.9549577729121052e-05	2.380810666031784e-05	0.0011171087828314343	0.010043041606886656	0.0	0.0	5.527518752107366e-05	0.0	0.00010091156782939217	0.0	5.060882415457959e-06	5.208279080426246e-06	0.0	0.0016521036786841911	0.00027054318212128717	6.007941406185995e-05	0.0	0.0	0.0	1.4317314644465285e-05	4.022251093046734e-06	0.0	0.0	3.640675709411667e-05	0.0	2.866452001261239e-05	0.0	0.0006244950759058896	0.00022906334400519922	0.0008068195728864109	0.0004993070840466292	0.00011401270427276182	0.00024524062097206536	4.969822135587792e-05	6.113454602041894e-05	0.0001920891293560212
k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter muridarum	0.04982976103395833	9.890218573830482e-05	0.16640219688062682	9.059143263879901e-05	0.00022217859025101014	0.00015379349007039772	0.0036220995523780905	0.0	0.001990398646941438	0.0006534767086025161	0.014737262569245162	0.019607131713193088	5.271675813024202e-06	0.0	0.0028781929953542213	0.0002487320074835891	0.017409643318482586	0.0	0.0013675527832131544	0.0037490562720418653	4.294103122886496e-05	0.4403964807328886	1.0895857395018414e-05	0.0031872468258371104	0.019674908834502392	0.0010922390901347762	0.3314309432395974	0.004490925488936386	0.0695571725051884	0.0187232038195764	0.595306534268252	0.015485692566650378	0.021192495407055506	4.1401989661331725e-05	0.01478942941980811	0.0	0.0	0.00018337376288200685	0.0	5.460422855145902e-06	0.0	0.0008990110878034162	0.00031362709738121374	0.0028169466654527735	0.0002963464713602303	0.0004210365153486948	0.0	4.226453371653177e-05	0.0009007318446237568	0.0	0.0	0.04627613470604401	0.024645985918077394	0.49562554908066353	0.0	0.014803115996158361	0.015849013758863783	0.00015615894695547185	0.02032768455860073	0.00015148709834879063	0.13006604743845215	0.0001403084627588961	0.0033022646892158585	0.07576242538591556	0.0	0.028569585620064827	0.0008353822348373378	0.17074950015310625	0.0	0.01341790108621104	0.004739847585399421	0.001058784712133673	9.563124591574887e-05	0.01983951599438208	0.0031166860605190715	0.022906125495274994	0.6325154062822356	5.509338328466751e-06	0.02900053602649073	0.00039860753102495284	0.00018548321104170645	0.021083928513718774	0.0011820452996923584	0.0017564586448085145	0.00036434699082508033	0.005485966979902171	1.0843164469118667e-05	0.005824396569132824	0.021045651263437107	0.0018131428729007528	0.0010579308332117321	0.0	0.0055195462831679155	0.0004168866901976043	0.0017942754070346988	0.012235420201839778	1.2399025436600682e-05	1.4662183296840789e-05	0.00036307362656984706	0.018048288772620363	0.0001831557739857749	0.0	1.5917906052518477e-05	7.738526252950313e-05	0.0	5.0455783914696086e-05	0.0	0.0	5.208279080426246e-06	0.0	0.03474924737499082	0.0029912168727494427	0.0008902676810984702	0.0	2.3661498601013896e-05	7.939343416299472e-05	2.863462928893057e-05	1.2066753279140203e-05	8.468386454815865e-05	2.085027418110548e-05	0.0163830406923525	0.0017171899754383354	0.016300557047172246	0.016999281331195753	0.0016157571011533333	0.0	0.0038393483123560245	0.0034034401239096766	5.429176393941039e-06	3.9922891786150176e-05	0.0011099269436146068	0.00046684562415592645	5.335809148778367e-06
k__Bacteria|p__Campylobacterota|c__Campylobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter rodentium	0.0	0.04616649922700134	0.0	0.0	0.000253180254006965	0.10036761605207149	0.0005114172584871539	0.0011288744584090397	0.0013974042314018904	5.312818769126148e-06	0.0	0.0	0.0	0.0	0.0	0.001687051876845213	0.0	0.0001875520594871003	0.0	0.0	0.001690803104636558	6.257587324631115e-06	0.00017433371832029462	0.0	1.0524155568067607e-05	0.25351971541660406	0.0	0.0024647582807229957	0.0	0.0004335561776402768	0.0	0.0	0.002777416940387601	0.011787737913576304	0.0	3.7180710647316173e-05	2.6353377712421402e-05	0.0	0.00010862009037191519	0.0	0.0	1.0702512950040669e-05	0.0	0.00023028271219480847	0.0	0.00012029614724248423	0.0	0.0	0.00017692946947966653	0.0	0.0	0.42477221317886815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97701323548389e-05	0.0	4.317183469504495e-05	0.0	0.0	0.0	5.375274810924708e-06	0.0	0.0	2.6840773819509216e-05	0.0	0.29647926380872175	0.13143211712621206	0.0	0.0	5.126128389011631e-06	0.029184181931929187	5.344764001945494e-06	5.509338328466751e-06	5.009593371306051e-06	0.0	0.00018548321104170645	0.0	0.0	0.0	0.0010323164740043942	0.0	3.7951075641915335e-05	0.00010097037847949238	0.0	4.136447618784987e-05	0.0	1.2720866036559769e-05	0.0	0.0006892526611267058	0.00019936393411496654	0.0	0.0	0.0	0.0004999702398666746	0.0	4.8841539729539974e-05	0.0	0.0	0.0	0.0	2.242479285097604e-05	0.0	0.0	7.291590712596744e-05	0.0	0.0	0.005810962714576943	0.0223113096766089	0.0	8.873061975380211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007901267541370369	0.0	0.0004289049351213421	0.0	0.0	0.003306823171104479	0.0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__bacterium NLAE-zl-H528	0.0	9.890218573830482e-05	8.221858633362657e-06	0.0	0.0	0.0	0.0	1.075118531818133e-05	2.0625892714419046e-05	0.0004356511390683441	0.0	7.256525430493371e-06	0.019225801690099267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.147051561443248e-05	0.0	0.0	0.0	3.683454448823662e-05	0.0	0.0	3.0886695247155334e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000658834442810535	0.0015403396082088576	1.086200903719152e-05	0.0017200331993709593	0.000510931811891938	0.0024562267220343335	0.0021498631675325136	0.0018958158166735395	0.0013282672198467464	0.0005632046893625398	0.00030381438966220904	0.006477039792058494	0.013039165750743908	0.004685261817603056	0.011023789860670805	0.00010570154112846965	1.0485422641173109e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.8053166360887154e-05	0.0	0.0	0.0007620610821267366	0.0	3.243225712293447e-05	0.0	0.0	0.001513050056739377	0.0	0.0	0.0	6.894412079009963e-05	5.312846995319382e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003709664220834129	0.0	0.0	0.0	0.0	0.0	0.0	6.908499580175795e-05	4.0718507143189536e-05	0.0015856382538675785	0.00010538774583718404	1.2720866036559769e-05	2.8132244052843606e-05	0.00020566410049748478	0.00019936393411496654	0.005710563228595895	0.00013018976708430716	0.0	0.00012499255996666864	0.0	6.105192466192497e-06	9.501134547242995e-05	0.00025468649684029564	0.005085317251938777	0.001187891912348294	0.008022469642436678	0.000782007569833276	0.007965828921930828	0.0003333298611472797	0.000447880565182618	0.0	0.0	9.831176846486173e-05	0.0	5.323837185228127e-05	0.009150093287285142	0.006743455197543149	0.005522550750753166	0.006690025299304534	0.026281770605283458	0.0	0.0	1.910968000840826e-05	0.0	0.015835410853327913	0.009828415574176571	0.014990151236937869	0.00689858971223608	0.02218904392203703	0.010180337405468295	2.2088098380390185e-05	0.0014338829884789168	0.013200791834077678
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum	0.021039115494113993	0.023356531968830196	0.022174352734179087	0.0005176653293645658	0.0019117692649505524	0.0007143955667786217	0.00219329463433666	0.009530925784567748	0.00031970133707349524	0.02158066984019041	0.0010406483554602503	0.01866378340722895	0.002430242549804157	0.06836588851834206	0.0034413177118365686	0.0015626858731034184	0.032794664276487494	0.010822857079814435	0.00012432298029210496	0.0001603044750804108	0.029468282680808578	0.0002377883183359824	0.04162762317766785	0.05785193171232088	5.788285562437184e-05	0.00017034921589257978	0.01842775088659517	0.0014949160499623181	0.02339909484159728	0.02336921322935122	0.004369728380006678	0.0	0.011759175063868218	0.014585329500692005	1.14424985839908e-05	0.01674371336150805	8.960148422223276e-05	0.0	0.021794621133124782	0.0	0.026744087028718624	0.0	5.058501570664737e-06	0.0002035056526372726	2.1167605097159308e-05	0.002783215406655658	1.5190719483110451e-05	0.0	0.0005790419001152722	0.0	0.0018648267043184059	0.007182419719679513	0.00027262098867050083	1.0396793628844864e-05	0.0	0.009527264966385658	0.009893376546969024	0.0605287313418624	0.00949415727277917	0.004314576986304444	0.0005222729317991901	0.018547699480858687	0.016130292905015924	0.00021338364695114076	0.04274030951184048	0.03692813795105275	0.045376444119573575	1.8012500675468776e-05	0.03353754688747677	0.027281306970391515	0.00013351683339153298	0.009174492645139686	0.034921343300234296	0.0035161122405885066	0.0042751910764357	0.0063713492333527235	0.0002725829640992202	0.022097956035480138	0.0019337030413241357	0.00020196114905264277	0.00548266550285044	0.0	0.0001755001755001755	0.0006743546582746976	0.0008832654323032251	0.0067270887871423955	0.005741455586398335	0.00080244879738965	0.04912978733305412	0.05382207759975733	0.15666699093665387	0.015716629988169594	0.00014628766907478675	0.0032239237375281398	0.00789860919922153	7.354911241981834e-05	0.026409924179959455	0.030805247106662496	0.02171299327420987	0.0036873317245803205	0.008620531762263805	0.0	0.0	0.012470082304754219	0.0	0.014705057912027537	0.0	0.00024292235594198204	3.645795356298372e-05	0.0	0.007700638813422424	0.023064758892678186	0.013801879939483645	0.0032831346798943687	0.028281406202861858	0.0	0.0	0.0	1.5878224602779747e-05	0.0	0.13736789548140135	0.003211092090293358	0.009239530284065394	0.029028691469954116	0.0003766795695940286	0.0010441026843027684	0.016626047474376522	5.094970245373767e-05	0.03306911341549487	0.0011292475105225336	0.003567227888433015	0.01433882988478917	0.0020489507131308928
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma	0.0018418435274987239	8.328605114804615e-05	0.0	0.00040766144687459557	0.0021856172947948204	0.0	0.0011968218317173602	1.6126777977271995e-05	9.281651721488571e-05	0.00019657429445766746	0.0	0.0009360917805336449	0.0	3.705468212376264e-05	0.0003702023599096915	2.7036087769955336e-05	0.00026889515725094247	6.619484452485892e-05	0.013680933179100766	0.01636139868240064	0.00017176412491545984	0.00010637898451872896	0.00013075028874022098	0.0027685608717041565	0.008256200043149038	0.000586201713512701	0.000396755153239048	0.00017914283243350096	0.0038456729927737352	0.0	0.0001379150153158254	0.0001737525112667644	0.0	0.0	0.0005492399320315585	0.0	1.581202662745284e-05	7.858875552086008e-05	0.0	0.0	0.00013837736572073318	0.0	0.0	0.0	0.0	1.0936013385680385e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.5728133961759663e-05	0.0	0.0	0.0	0.0010321728270181558	0.0009902762489859191	0.003315489704416408	0.0	9.240213408754901e-05	0.0013113444788619905	0.00016120522891142507	0.0019316835408208532	0.00018378279036329533	0.00033864231308825666	0.00021833853865066782	0.0	0.00015433444946217798	0.0	0.0	7.8793280902971e-05	0.0006587930274196033	0.0003339324474301934	0.0	1.6463434711505746e-05	0.0	6.0602721613134264e-05	0.014427628909361428	0.031001036379580665	6.546466272060228e-05	0.0	0.0	0.0016780453124509917	8.832654323032251e-05	3.650358256588897e-05	0.0010463653712699515	0.0	0.00013378938061333706	0.0	2.4320249039350164e-05	0.0	5.6264488105687215e-06	0.0	0.0	0.0001103236686297275	0.0	0.0006402486706287144	8.332837331111244e-05	0.0010080161282580522	3.0525962330962486e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001119701412956545	0.003258315588516044	7.6209347076418925e-06	0.0	0.0	2.9576873251267368e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0005316377632936023	0.0	0.0	9.416989239850715e-05	2.1308218046995275e-05	7.789982083041208e-05	4.0759761962990134e-05	0.00016830446821217222	4.562616204131449e-05	6.626429514117056e-05	2.7788430009281335e-05	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella	0.002225999463234172	0.001223263876236928	0.0016649263732559383	0.0	0.000537362171769885	0.0	0.0003901533724541174	0.0007095782309999677	0.0	0.032992604556273376	0.0012403687469122176	0.0007546786447713106	0.00041119071341588775	0.006479275845640781	0.00016163765010141458	0.0013085466480658382	0.0012917512456172725	0.004964613339364419	0.0	1.5513336298104272e-05	0.0009769084604566779	0.00023153073101135125	0.001084137810804332	0.0044956404325025906	3.683454448823662e-05	5.5112981612305224e-05	0.0005005218856246452	0.0001482561371863456	0.010116770434826094	0.0005031392678788398	0.000261312660598406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021769288229644648	0.0	3.8087548037919965e-06	0.0	1.1221266544354862e-05	0.0	5.396479336880619e-06	0.0	0.004138519679026072	0.00010270214755595916	0.0	0.0	0.0	8.052232145852764e-05	0.0	0.0	2.4622900282178436e-05	0.0	0.0	0.0	1.097562314100383e-05	0.0	4.4074706627734006e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.774788864560526e-06	0.0	0.0	2.4420769864769987e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.060882415457959e-06	0.0	0.0	0.0	0.0	0.0	0.008826398306092833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003344574050527945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0.0023312476648055277	0.0	0.0009537356014700683	0.0	0.0002118447023323585	0.0002976648194910924	5.272342871001587e-06	0.00023115048434089859	1.0312946357209523e-05	0.00038252295137708263	5.255799775051769e-06	0.0013642267809327539	0.0007274912621973399	0.008903710761738393	0.0007716894262906245	7.570104575587495e-05	0.007376163235177814	0.0003089092744493416	0.0003081047772456514	6.205334519241709e-05	0.0007407327886979206	1.251517464926223e-05	0.0007845017324413259	0.0003872845075729822	0.0	0.0	0.0	0.0001482561371863456	0.00040507088740529594	0.00017663399829789055	0.000950887737177533	0.0	0.016052109042997382	0.016738232963081256	2.8606246459977e-05	0.02570426462751125	5.27067554248428e-06	0.0	0.005892639902676399	0.0	0.008510207991825091	5.351256475020334e-06	5.058501570664737e-06	0.00014995153352220087	0.0	0.0010225172515611158	0.0	9.509520086219649e-05	0.0013189287724847867	6.963234123826197e-05	0.0018168740176359327	0.000898463099591992	0.0	0.0	0.0	0.0038715185145662147	0.009114086062570317	0.0023957067715851656	0.022088626772469578	0.0008640375239153243	0.0	0.0023474685115430693	0.0012945268382281102	0.000662612377374595	0.023162036961962368	0.004563608314475077	0.003540881518117352	0.002161500081056253	0.0017647808786327309	0.0002344762094575979	6.675841669576649e-05	0.0006106479269980253	0.002162328727094988	0.0	5.6387412279127945e-05	0.0001481709124035517	0.0003580991881303481	0.0009531155308247479	0.00012023024091134523	5.846243788365975e-05	0.0018493767218570143	7.109847138286527e-05	0.0002219561043090455	0.00012023377628153523	3.3122453711370936e-05	0.00035460623064006427	0.0002548143650242887	0.00032416805722363344	0.005049094885755502	0.011023632904061992	0.025114710507968936	0.0029512409204818664	1.1252897621137443e-05	3.3350935215808344e-05	0.002667679308871695	2.1014032119948095e-05	0.00013638927980260751	0.002321512355333125	0.0010416046663889054	0.0013702037414416812	0.0020696602460392563	0.0	0.0	0.0003648162376390862	0.0	0.00021303553208427238	0.0	0.0001973744142028604	5.208279080426246e-06	0.0	0.0004956311036052574	0.004161030350372473	0.008017870894800947	7.137249304118193e-05	0.004412869489089091	0.0	7.158657322232642e-06	0.0	0.0	5.21256854527637e-06	0.032698468835815925	0.00022328786058331296	0.004223239281858225	0.005832273757532202	0.0010457814366360532	0.00046345374252214724	0.003188328381130438	1.5284910736121302e-05	0.004538791465334709	0.0005418106742406095	0.0005190703119391694	0.0011004218283675409	0.0009977963108215545
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus	0.02117067574607819	0.0002550635316408914	0.006182837692288719	0.0014041672059013847	0.0017050915065775197	0.000570524237357927	0.0008277578307472491	6.988270456817864e-05	0.0007889403963265285	0.0002709537572254335	0.00012613919460124248	0.03319860384450717	2.6358379065121012e-05	0.0008310835847758192	0.00026592000500555305	3.785052287793747e-05	0.0009437692774101706	9.377602974355014e-05	0.00614047415703614	0.00034129339855829395	9.124969136133805e-05	0.0023528528340612995	2.7239643487546035e-05	0.005578990338821609	0.00024731765584958877	1.0020542111328224e-05	0.0012574086394960598	0.0010563249774527125	0.002955517215512715	6.423054483559657e-05	0.000130656330299203	0.0	0.0	1.1829139903237635e-05	0.0	6.196785107886029e-06	2.108270216993712e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2850770564234826e-05	0.0	0.0	0.0	0.04747839078006616	0.05528317661509243	0.013711517293651186	0.13132852331162528	0.00015148709834879063	0.008758115317863342	0.022729970966941168	0.015715067315395587	0.019760448779501692	0.0004432408473467711	0.04804958153485597	0.008629118766672047	0.006646612749247978	0.0015299241077120253	0.02586272590317305	0.0005032557566296243	0.001969832022574275	0.0034692890879435565	0.0192502234400935	0.0005484957376242445	0.00030731744794810725	0.0004489601761634215	0.0017574789267808936	0.10711011587189467	0.005633653105152667	4.909849704045171e-05	0.0003684193517112109	0.0005006916771622654	0.0025510470793647473	0.0004968368056705641	0.025641159353782292	0.00023854961832061068	0.00014348422204980496	0.00264670296430732	0.01469817720541599	0.0018442855521507207	0.0006169620027731488	0.0	0.0	6.645464470498884e-05	0.0	0.0	0.00947665780419143	0.002446282959347658	0.0007156478140013877	0.00026862846851246984	3.353341604909292e-05	0.00027591037157698693	5.527518752107366e-05	5.781774794615591e-05	5.60619821274401e-06	0.0022573951849187233	0.00018219176695648652	7.812418620639369e-05	4.265529192215409e-05	0.002882003083926867	2.6673271476746624e-05	3.2770589488287244e-05	0.006030975661979873	0.0001360536169558299	7.939343416299472e-05	0.0003650915234338647	1.2066753279140203e-05	1.0585483068519831e-05	5.21256854527637e-06	0.049752434051760004	0.021414369105466298	0.002350490641034216	0.014096965006357454	9.416989239850715e-05	0.049211329579535584	0.0	4.0759761962990134e-05	0.0	0.013722068233925333	0.008636446466732563	0.00017784595205940054	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__HT002|s__Lactobacillus sp.	5.262410078567782e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0467148853323844e-05	0.0	0.0	0.0	0.0	1.0001750306303603e-05	0.0	0.0	0.03742194711407938	0.0001175298928003662	0.0004790801660811242	0.0357005955820513	0.0006258752958964889	0.0008538494378824534	0.0004034222783404151	0.0	5.460422855145902e-06	0.00043642092265769696	2.1405025900081338e-05	2.023400628265895e-05	2.1421647646028695e-05	0.0001799246433258541	0.00045931256219857613	0.0	0.0	0.0	0.0	0.0	5.285077056423483e-06	0.004880964239466082	0.0006601963954316488	0.009308273359900077	0.0	0.0	3.4278793234127966e-05	0.0	0.0	4.017484090763e-06	5.936127270568681e-05	0.0	0.0	0.0	5.375274810924708e-06	0.0	0.0	0.0	1.1723810472879895e-05	0.0	0.0	0.0	9.821542571476276e-06	0.0	5.487811570501915e-06	0.0	5.509338328466751e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.6561226855685468e-05	0.023685610287752526	0.0	0.0	0.0014135138908278654	0.00029644541267959075	0.0007498743453799633	0.00046431161033443156	0.0	0.0001389622300658681	0.0008354298191484312	0.00027318241755932524	0.0003409731995065188	0.0	3.571215999047676e-05	0.0	1.831557739857749e-05	0.00010618915082212758	1.0611937368345652e-05	0.0002597933813490462	0.0003153695342517595	0.00014015495531860024	0.00019810858435776325	3.0365294492747755e-05	0.0	2.1327645961077045e-05	0.0	0.0	1.0923529829429083e-05	0.0	6.506912115278821e-05	1.3232239027165787e-05	0.0	0.0	0.00012173305528797806	1.042513709055274e-05	0.0	0.0008027730225733395	0.0	0.0	0.0	0.0005540136692218771	0.0	0.0	0.0	0.0002509438912272297	0.00026505718056468226	1.66730580055688e-05	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.0014787372320775468	0.0006871099219713808	0.0011058399861872774	0.00029765756438462535	0.00023767942212898758	0.000873150137173871	0.000485055544132146	0.0008117144915226903	0.0	0.011799770486229174	0.00020497619122701903	0.004832845936708585	0.00031102887296842794	0.0071039119157270654	0.06704312596787061	0.004477176134704604	0.0004956106819919331	0.0044516032942967625	0.00013513367423054887	0.00014479113878230652	0.0006065420661077176	0.0005944707958399559	0.0005611366558434483	0.011299287187163089	0.00011576571124874369	4.0082168445312894e-05	0.0005615611399691141	0.00025327090102667373	0.007651338984322256	0.0013113736237267632	0.0021195360248537375	0.01658250529402183	0.0014351018489307873	0.0017152252859694572	0.044917528191455884	0.0021874651430837683	0.015854192031792714	0.0034159912399733846	0.0002443952033368092	0.061091210903372356	0.022502288548740767	1.0702512950040669e-05	0.0	2.1421647646028695e-05	1.0583802548579654e-05	0.00030620837479905077	0.0030938432013934954	0.0002430210688700577	0.0001715679704045251	0.0005172688206270889	2.6640381490262942e-05	0.0001268418493541636	0.005452419773410017	0.00010916633310287107	0.0019330280140367573	0.0016647102763845908	5.676950548599858e-05	0.034442569690691024	9.22189189307875e-05	0.0009930820891754053	6.0262261361445005e-05	0.01892005655510345	0.001499697129569924	0.0007243813278078199	0.0006648612710201566	0.01126657600369819	0.013480031516693405	0.0	0.0035899534983593576	0.010785905635049504	0.0	0.0005367792261514899	0.0022632728200060567	0.004527731125450563	0.0019530549162134316	0.0012567088496449387	4.810287601750945e-05	0.010236350614291224	0.0010920913549447191	7.972150620499057e-05	0.0004582526390442159	0.0011698930291180558	0.0	5.227555490501532e-05	0.00018769390436443532	0.023779476642921956	0.0007590215128383068	0.0	0.001349527665317139	0.00397788379339823	0.0024806654020137165	0.003129333044993703	6.189093691625594e-05	0.0003946527333870654	0.0007310010917548772	0.0005043367708787543	0.0017482625865606963	0.0023410619330622457	0.00826141301113029	0.002827681606542068	0.0013431423425623492	0.000592423683533975	0.0005040670249964184	0.0012436917192241576	0.0001892217205510557	0.0007400181640822092	0.00033886994692775295	0.0004048705932366367	0.00021353944229747607	0.0013009864036256998	0.0037080549232689623	0.0009602377731628784	0.002719958927527841	0.00871933956653106	0.003963301015669827	0.020225477353022905	0.002441102146881331	0.03569747845078977	0.06370343710635235	0.003560184316423761	0.002881334775734376	0.01466256951163755	0.000515961360227023	0.0006025761512521422	0.0001536456139133538	0.0033347361243547605	0.00022813518957477826	0.0005655416972364882	0.00021716705575764158	0.0030341397757474137	0.003230384388132065	0.0007614029822543086	3.20148548926702e-05
